ticker,horizon,n,da,p_binom,da_ci_lo,da_ci_hi,pearson,spearman,amp_ratio,coverage,mae,p_binom_bh,baseline
PLZL,1,40,0.625,0.07692997208141605,0.47032160054531913,0.7577722646420829,0.3447710646316901,0.31144465290806755,0.5771513600338344,0.0,0.016258568373405547,0.9807613458578999,momentum5
PLZL,2,40,0.6,0.13409362552738457,0.445956198273935,0.7365188938759863,0.2539065229994687,0.34546819898930015,0.6604698698621929,0.0,0.015007203310633422,0.9807613458578999,momentum5
PLZL,3,40,0.575,0.21479525392169307,0.42194800436059987,0.7149083147518411,0.17500710028908883,0.18292682926829273,0.5812786153732705,0.0,0.018324991220033525,0.9807613458578999,momentum5
PLZL,5,40,0.375,0.9596547661240038,0.2422277353579172,0.529678399454681,0.05335143658664378,-0.012572715552570944,0.5460809525891673,0.0,0.017140843646746323,0.9807613458578999,momentum5
MAGN,1,40,0.45,0.7852047460783069,0.30705075280944694,0.6017117011155924,0.05266295640478843,0.032270168855534714,0.5581228694552014,0.0,0.011737873987568667,0.9807613458578999,momentum5
MAGN,2,40,0.475,0.6820859986855794,0.32935229550181694,0.6250289314607027,0.0368890158266447,-0.01876524709338947,0.4235005744337389,0.0,0.01273595702534494,0.9807613458578999,momentum5
MAGN,3,40,0.5,0.5626853438097896,0.35199278797099753,0.6480072120290025,0.04801354235226364,-0.03564727954971858,0.3892308464914991,0.0,0.013020337514550612,0.9807613458578999,momentum5
MAGN,5,40,0.35,0.9807613458578999,0.2213433317104915,0.5049440300646263,0.018437350258327635,0.024582473692340207,0.3160328006477521,0.0,0.013926194949912213,0.9807613458578999,momentum5
NLMK,1,40,0.625,0.07692997208141605,0.47032160054531913,0.7577722646420829,0.2828659853505448,0.29305816135084434,0.4853357402885833,0.0,0.014217558699503113,0.9807613458578999,momentum5
NLMK,2,40,0.5,0.5626853438097896,0.35199278797099753,0.6480072120290025,0.2007242065537327,0.030962657704092622,0.5791025844158411,0.0,0.013678055622543239,0.9807613458578999,momentum5
NLMK,3,40,0.6,0.13409362552738457,0.445956198273935,0.7365188938759863,0.15435977638323792,0.2711069418386492,0.5235569351983822,0.0,0.017332890347231993,0.9807613458578999,momentum5
NLMK,5,40,0.475,0.6820859986855794,0.32935229550181694,0.6250289314607027,0.06244271499684746,0.07506098837355787,0.7420123339424316,0.0,0.014289044054314923,0.9807613458578999,momentum5
MOEX,1,40,0.55,0.3179140013144206,0.39828829888440775,0.6929492471905531,0.25056551679964234,0.1836772983114447,0.39758245462879066,0.0,0.010461115813400635,0.9807613458578999,momentum5
MOEX,2,40,0.425,0.8659063744726154,0.28509168524815875,0.5780519956394001,0.04026934551390541,-0.002721727188457681,0.5931589611320633,0.0,0.010350154264901452,0.9807613458578999,momentum5
MOEX,3,40,0.425,0.8659063744726154,0.28509168524815875,0.5780519956394001,0.015285592688006715,-0.12927435635029338,0.5767693144485393,0.0,0.011765064279558823,0.9807613458578999,momentum5
